192.168.0.6: 8.0, 8.0, 8.0, 8.0, 1.0, 6.619055592766241, 6.619055592766241, 2.5931111950050587, 2.592206847049505, 0.0, 1.0, 1.0, 1.0, 18.0, 0.0, 1.0, 1.0, 1.0, 18.0, 1.0, 0.9883148923697371, 3.0, 3.0, 1.0, 3.0, 3.0, 19.0, 19.0, 1.0, 19.0, 19.0, Notebook Development Lab.  Lenovo Japan Ltd., IEC104, OPCDA
192.168.0.5: 8.0, 8.0, 8.0, 8.0, 1.0, 6.525247441704409, 6.525247441704409, 2.5766911518360356, 2.5748672429458916, 0.0, 1.0, 1.0, 1.0, 19.0, 0.0, 1.0, 1.0, 1.0, 19.0, 1.0, 0.9896569335878925, 3.0, 3.0, 1.0, 3.0, 3.0, 19.0, 19.0, 1.0, 19.0, 19.0, Hewlett Packard, IEC104, OPCDA
192.168.0.19: 13.0, 13.0, 13.0, 13.0, 1.0, 11.958874458874442, 11.958874458874442, 3.681599994086823, 3.680107019570795, 0.0, 1.0, 1.0, 2.0, 24.0, 0.0, 1.0, 1.0, 2.0, 24.0, 1.0, 0.9899828545065799, 4.0, 4.0, 1.0, 4.0, 4.0, 28.0, 28.0, 1.0, 28.0, 28.0, SIEMENS AG, IEC104, DNP3
192.168.0.8: 13.0, 13.0, 13.0, 13.0, 1.0, 9.068056713928264, 9.068056713928264, 3.0759009482474844, 3.077310836662174, 0.0, 1.0, 1.0, 1.0, 21.0, 0.0, 1.0, 1.0, 1.0, 21.0, 1.0, 0.9928970595225891, 10.0, 10.0, 1.0, 10.0, 10.0, 53.0, 53.0, 1.0, 53.0, 53.0, Notebook Development Lab.  Lenovo Japan Ltd., IEC104, UDP
192.168.0.7: 13.0, 13.0, 13.0, 13.0, 1.0, 8.89072130601365, 8.89072130601365, 3.0947040459059747, 3.0981477299087308, 0.0, 1.0, 1.0, 1.0, 20.0, 0.0, 1.0, 1.0, 1.0, 20.0, 1.0, 0.986985006804009, 10.0, 10.0, 1.0, 10.0, 10.0, 53.0, 53.0, 1.0, 53.0, 53.0, Hewlett Packard, IEC104, UDP
192.168.0.20: 13.0, 13.0, 13.0, 13.0, 1.0, 11.950666666666674, 11.950500000000002, 3.6866649072812048, 3.684695271869972, 0.0, 1.0, 1.0, 2.0, 24.0, 0.0, 1.0, 1.0, 2.0, 24.0, 1.000013946417863, 0.9870724685035563, 4.0, 4.0, 1.0, 4.0, 4.0, 28.0, 28.0, 1.0, 28.0, 28.0, SIEMENS AG, IEC104, DNP3
192.168.0.21: 13.0, 13.0, 13.0, 13.0, 1.0, 12.03145282076884, 12.03145282076884, 3.7288028385351057, 3.7323721367413056, 0.0, 1.0, 1.0, 2.0, 27.0, 0.0, 1.0, 1.0, 2.0, 27.0, 1.0, 0.9880648026702443, 4.0, 4.0, 1.0, 4.0, 4.0, 28.0, 28.0, 1.0, 28.0, 28.0, Schneider Electric (Australia) , IEC104, DNP3
192.168.0.22: 13.0, 13.0, 13.0, 13.0, 1.0, 12.002328675981381, 12.002328675981381, 3.715779196729982, 3.7168983201541668, 0.0, 1.0, 1.0, 1.0, 24.0, 0.0, 1.0, 1.0, 1.0, 24.0, 1.0, 0.9909298285254843, 4.0, 4.0, 1.0, 4.0, 4.0, 28.0, 28.0, 1.0, 28.0, 28.0, unkonw, IEC104, DNP3
192.168.0.23: 9.0, 9.0, 9.0, 9.0, 1.0, 3.1576482830385024, 3.1576482830385024, 1.5061422499687804, 1.5077537505167729, 0.0, 1.0, 1.0, 1.0, 11.0, 0.0, 1.0, 1.0, 1.0, 11.0, 1.0, 0.9915219110420671, 4.0, 4.0, 1.0, 4.0, 4.0, 28.0, 28.0, 1.0, 28.0, 28.0, SIEMENS AG, IEC104, DNP3
192.168.0.24: 9.0, 9.0, 9.0, 9.0, 1.0, 3.14238236837502, 3.14238236837502, 1.5061165676966408, 1.5058842337402065, 0.0, 1.0, 1.0, 1.0, 9.0, 0.0, 1.0, 1.0, 1.0, 9.0, 1.0, 0.991206497908034, 4.0, 4.0, 1.0, 4.0, 4.0, 28.0, 28.0, 1.0, 28.0, 28.0, unkonw, IEC104, DNP3
192.168.0.25: 9.0, 9.0, 9.0, 9.0, 1.0, 3.1836521739130452, 3.1836521739130452, 1.514702302644685, 1.5190598263459045, 0.0, 1.0, 1.0, 1.0, 9.0, 0.0, 1.0, 1.0, 1.0, 9.0, 1.0, 0.991234854664639, 4.0, 4.0, 1.0, 4.0, 4.0, 28.0, 28.0, 1.0, 28.0, 28.0, SIEMENS AG, IEC104, OPCDA
192.168.0.26: 9.0, 9.0, 9.0, 9.0, 1.0, 3.1495115143056513, 3.1495115143056513, 1.5117101583648649, 1.5142473860270336, 0.0, 0.3324999999999996, 1.0, 1.0, 10.0, 0.0, 1.0, 1.0, 1.0, 10.0, 1.0, 0.9847561676178614, 4.0, 4.0, 1.0, 4.0, 4.0, 28.0, 28.0, 1.0, 28.0, 28.0, unkonw, IEC104, OPCDA
192.168.0.27: 7.0, 7.0, 7.0, 7.0, 1.0, 4.559857964152858, 4.559688873858638, 1.9379565726397991, 1.9339433696809885, 0.0, 1.0, 1.0, 1.0, 12.0, 0.0, 1.0, 1.0, 1.0, 12.0, 1.0000370837350743, 0.9819752499070008, 6.0, 6.0, 1.0, 6.0, 6.0, 37.0, 37.0, 1.0, 37.0, 37.0, unkonw, MMS, MODBUS
192.168.0.28: 7.0, 7.0, 7.0, 7.0, 1.0, 4.578119715928303, 4.578119715928303, 1.9473194093408979, 1.9485348883024975, 0.0, 1.0, 1.0, 1.0, 13.0, 0.0, 1.0, 1.0, 1.0, 13.0, 1.0, 0.9938494764976451, 6.0, 6.0, 1.0, 6.0, 6.0, 37.0, 37.0, 1.0, 37.0, 37.0, SIEMENS AG, TIAS_TETRA, IEC104
192.168.0.29: 7.0, 7.0, 7.0, 7.0, 1.0, 4.52758037225042, 4.52758037225042, 1.946526837370703, 1.941128998901044, 0.0, 1.0, 1.0, 1.0, 13.0, 0.0, 1.0, 1.0, 1.0, 13.0, 1.0, 0.9936886088017558, 6.0, 6.0, 1.0, 6.0, 6.0, 37.0, 37.0, 1.0, 37.0, 37.0, Schneider Electric (Australia) , TIAS_TETRA, IEC104
192.168.0.30: 7.0, 7.0, 7.0, 7.0, 1.0, 4.5939506590064205, 4.5939506590064205, 1.9357284650703699, 1.938345935139308, 0.0, 1.0, 1.0, 1.0, 12.0, 0.0, 1.0, 1.0, 1.0, 12.0, 1.0, 0.9922085565392642, 6.0, 6.0, 1.0, 6.0, 6.0, 37.0, 37.0, 1.0, 37.0, 37.0, unkonw, MMS, OPCDA
192.168.0.10: 13.0, 13.0, 13.0, 13.0, 1.0, 9.048198799199477, 9.048198799199477, 3.089303846562475, 3.0911930792791336, 0.0, 1.0, 1.0, 1.0, 19.0, 0.0, 1.0, 1.0, 1.0, 19.0, 1.0, 0.98569452497532, 10.0, 10.0, 1.0, 10.0, 10.0, 53.0, 53.0, 1.0, 53.0, 53.0, Notebook Development Lab.  Lenovo Japan Ltd., IEC104, TCP
192.168.0.11: 17.0, 17.0, 17.0, 17.0, 1.0, 4.075981642019382, 4.075981642019382, 1.764772795689015, 1.7629414717399907, 0.0, 1.0, 1.0, 1.0, 11.0, 0.0, 1.0, 1.0, 1.0, 12.0, 1.0, 0.987104382681738, 10.0, 10.0, 1.0, 10.0, 10.0, 53.0, 53.0, 1.0, 53.0, 53.0, Dell Inc, OPCDA, MODBUS
192.168.0.12: 17.0, 17.0, 17.0, 17.0, 1.0, 4.063659574468083, 4.063659574468083, 1.768053014060727, 1.7719003357952323, 0.0, 1.0, 1.0, 1.0, 11.0, 0.0, 1.0, 1.0, 1.0, 12.0, 1.0, 0.992829286669721, 10.0, 10.0, 1.0, 10.0, 10.0, 53.0, 53.0, 1.0, 53.0, 53.0, Hewlett Packard, OPCDA, MODBUS
192.168.0.13: 17.0, 17.0, 17.0, 17.0, 1.0, 4.100407747196737, 4.100407747196737, 1.774053483986672, 1.7775939090780981, 1.0, 1.0, 1.0, 1.0, 12.0, 0.0, 1.0, 1.0, 1.0, 12.0, 1.0, 0.9927816237696879, 10.0, 10.0, 1.0, 10.0, 10.0, 53.0, 53.0, 1.0, 53.0, 53.0, Dell Inc, OPCDA, MODBUS
